animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel,
52151,TAAAG1070611003,15,71,嘉義市流浪動物收容所,狗,M,BIG,黑虎斑色,,F,F,大溪街,,OPEN,,,2018-06-11,2999-12-31,2018/06/11,2018/06/11,嘉義市流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/283ce9a5-7a1a-4c8f-bde5-d790ec0ff80d_org.jpg,,2018/06/11,嘉義市彌陀路101號旁(環保局停車場內),05-2168661,
52204,RAAAG1070612001,8,62,新竹市動物收容所,狗,F,MEDIUM,黑色,,F,F,吉羊路,,OPEN,,,2018-06-12,2999-12-31,2018/06/12,2018/06/12,新竹市動物收容所,,,2018/06/12,新竹市南寮里海濱路250號,03-5368329,
52236,AAAEG1070612010,3,53,新北市中和區公立動物之家,狗,M,MEDIUM,黑黃色,CHILD,F,F,永寧路,,OPEN,,1070612m113,2018-06-12,2999-12-31,2018/06/12,2018/06/12,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/5f315a9f-12ed-45d3-943e-e65724dd358d_org.jpg,,2018/06/12,新北市中和區興南路三段100號,02-86685547,
52263,AAAHG1070613002,3,58,新北市五股區公立動物之家,貓,M,MEDIUM,黑白色,CHILD,F,F,中埔五街,,OPEN,因體質問題，認養退回,,2018-06-13,2999-12-31,2018/06/13,2018/06/13,新北市五股區公立動物之家,,,2018/06/13,新北市五股區外寮路9之9號,02-82925265,
52457,AAAEG1070613009,3,53,新北市中和區公立動物之家,狗,M,MEDIUM,黑色,ADULT,T,F,承天路71巷,,OPEN,,1070613m115,2018-06-20,2999-12-31,2018/06/13,2018/06/13,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/b97012ba-4800-4e99-b1e9-83dd052af891_org.jpg,,2018/06/13,新北市中和區興南路三段100號,02-86685547,
52527,TAAAG1070612002,15,71,嘉義市流浪動物收容所,狗,M,BIG,黃色,,F,F,聖馬爾醫院,,OPEN,,,2018-06-12,2999-12-31,2018/06/14,2018/06/12,嘉義市流浪動物收容所,,,2018/06/14,嘉義市彌陀路101號旁(環保局停車場內),05-2168661,
52539,TAAAG1070614001,15,71,嘉義市流浪動物收容所,貓,M,SMALL,虎斑白色,,F,F,貴州街,,OPEN,,,2018-06-13,2999-12-31,2018/06/14,2018/06/13,嘉義市流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/d22af27d-8cd2-47f0-af88-144b335c112d_org.jpg,,2018/06/14,嘉義市彌陀路101號旁(環保局停車場內),05-2168661,
52998,AAAEG1070619006,3,53,新北市中和區公立動物之家,貓,F,MEDIUM,虎斑色,ADULT,F,F,中央路1段118巷,,OPEN,,,2018-06-19,2999-12-31,2018/06/19,2018/06/19,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/354132b8-d9c6-4a99-b3e1-e4f2ad65b713_org.jpg,,2018/06/19,新北市中和區興南路三段100號,02-86685547,
52982,GAAAG10706190002,11,69,彰化縣流浪狗中途之家,狗,M,MEDIUM,黑色,ADULT,F,F,孔門路附近,,OPEN,,,,2999-12-31,2018/06/19,2018/06/19,彰化縣流浪狗中途之家,,,2018/06/19,彰化縣員林鎮大峰里阿寶巷426號,04-8590638,
53158,AAAEG1070620001,3,53,新北市中和區公立動物之家,貓,F,SMALL,黑白色,CHILD,F,F,中和區,,OPEN,,,2018-06-20,2999-12-31,2018/06/20,2018/06/20,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/b19116e6-2b26-4a26-80e0-d82eb21df08a_org.jpg,,2018/06/20,新北市中和區興南路三段100號,02-86685547,
53188,AAAEG1070620003,3,53,新北市中和區公立動物之家,貓,M,SMALL,黑白色,CHILD,F,F,中和區,,OPEN,,,2018-06-20,2999-12-31,2018/06/20,2018/06/20,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/b30426cf-4911-49ff-a030-765c6ad06944_org.jpg,,2018/06/20,新北市中和區興南路三段100號,02-86685547,
53241,AAAEG1070620006,3,53,新北市中和區公立動物之家,貓,M,MEDIUM,黃虎斑色,ADULT,F,F,外縣市,,OPEN,,,2018-06-20,2999-12-31,,2018/06/20,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/3cf8931d-4c30-483d-bcdd-53032bbd3fce_org.jpg,,,新北市中和區興南路三段100號,02-86685547,
53242,AAAEG1070620007,3,53,新北市中和區公立動物之家,貓,M,MEDIUM,黃虎斑色,ADULT,F,F,外縣市,,OPEN,,,2018-06-20,2999-12-31,,2018/06/20,新北市中和區公立動物之家,,,,新北市中和區興南路三段100號,02-86685547,
53243,AAAEG1070620008,3,53,新北市中和區公立動物之家,貓,M,MEDIUM,黃虎斑色,ADULT,F,F,外縣市,,OPEN,,,2018-06-20,2999-12-31,2018/06/20,2018/06/20,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/3cf8931d-4c30-483d-bcdd-53032bbd3fce_org.jpg,,2018/06/20,新北市中和區興南路三段100號,02-86685547,
53248,AAAHG1070620005,3,58,新北市五股區公立動物之家,狗,M,SMALL,白色,ADULT,F,F,中直路49號,,OPEN,,,2018-07-03,2999-12-31,2018/06/21,2018/06/20,新北市五股區公立動物之家,,,2018/06/21,新北市五股區外寮路9之9號,02-82925265,
53247,AAAHG1070620004,3,58,新北市五股區公立動物之家,狗,M,SMALL,白色,ADULT,F,F,中直路49號,,OPEN,,,2018-07-03,2999-12-31,2018/06/21,2018/06/20,新北市五股區公立動物之家,,,2018/06/21,新北市五股區外寮路9之9號,02-82925265,
53673,AAAEG1070623003,3,53,新北市中和區公立動物之家,貓,M,SMALL,黃虎斑色,CHILD,F,F,自立路20巷,,OPEN,,,2018-06-23,2999-12-31,2018/06/23,2018/06/23,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/2a6ab90b-e5b0-400c-842b-d81f81449231_org.jpg,,2018/06/23,新北市中和區興南路三段100號,02-86685547,
53674,AAAEG1070623004,3,53,新北市中和區公立動物之家,貓,M,SMALL,黃虎斑色,CHILD,F,F,自立路20巷,,OPEN,,,2018-06-23,2999-12-31,2018/06/23,2018/06/23,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/5386af11-5d24-4f3e-842e-b73f86cd2e69_org.jpg,,2018/06/23,新北市中和區興南路三段100號,02-86685547,
53696,AAAEG1070623011,3,53,新北市中和區公立動物之家,狗,F,BIG,黃色,ADULT,T,F,土城區,,OPEN,,1070623f108  認養退回,2018-06-23,2999-12-31,2018/06/23,2018/06/23,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/1bacf832-8e43-466f-879b-7c5ae6c9c8cc_org.jpg,,2018/06/23,新北市中和區興南路三段100號,02-86685547,
53238,AAAEG1070620005,3,53,新北市中和區公立動物之家,貓,M,MEDIUM,虎斑色,ADULT,F,F,裕生路工地,,OPEN,11/20 六項 2合一陰性 血檢 x-ray LR 11/21骨折手術及赫尼亞手術 1/30拆骨釘 2/1血檢 白血球偏高 可能緊迫 或是體內發炎 二合一 陰性,本處2017112001,2018-06-20,2999-12-31,2018/06/23,2018/06/20,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/2da06fe1-aa56-4b4d-9e94-d10755b81332_org.jpg,,2018/06/23,新北市中和區興南路三段100號,02-86685547,
53728,AAADG1070624001,3,50,新北市板橋區公立動物之家,貓,F,SMALL,黑白色,CHILD,F,F,板橋區莒光路,,OPEN,,6/24除蚤,2018-06-24,2999-12-31,2018/06/24,2018/06/24,新北市板橋區公立動物之家,,,2018/06/24,新北市板橋區板城路28-1號,02-89662158,
53729,AAADG1070624002,3,50,新北市板橋區公立動物之家,貓,F,SMALL,黑白色,CHILD,F,F,板橋區莒光路,,OPEN,,6/24除蚤,2018-06-24,2999-12-31,2018/06/24,2018/06/24,新北市板橋區公立動物之家,,,2018/06/24,新北市板橋區板城路28-1號,02-89662158,
53824,AAAEG1070625001,3,53,新北市中和區公立動物之家,貓,M,MEDIUM,黃虎斑色,ADULT,F,F,青和街89號,,OPEN,,,2018-06-25,2999-12-31,2018/06/25,2018/06/25,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/97f311a4-024a-48b8-84a6-becaf8fa148f_org.jpg,,2018/06/25,新北市中和區興南路三段100號,02-86685547,
51660,AAAAG1070606004,3,92,新北市政府動物保護防疫處,其他,N,SMALL,白色,,F,F,新海路,,OPEN,,,,2999-12-31,2018/06/06,2018/06/05,新北市政府動物保護防疫處,http://asms.coa.gov.tw/amlapp/upload/pic/1f4e0b36-ecba-4a55-9909-87654ebb6e3b_org.JPG,,2018/06/06,新北市板橋區四川路一段157巷2號,02-29596353,
42150,AAACG1070328007,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,北深路一段185號,,OPEN,,,2018-03-28,2999-12-31,2018/05/21,2018/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/61d13793-e6ee-4db0-8a72-c643cdecbd18_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
41689,AAACG1070326001,3,51,新北市新店區公立動物之家,貓,F,MEDIUM,虎斑色,,F,F,北深路3段,,OPEN,3/9骨盆骨折 3/26動保處轉新店,,2018-03-26,2999-12-31,2018/06/04,2018/03/26,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/a6997d2a-7d83-4f64-a85b-7d8bc66f2bd9_org.jpg,,2018/06/04,新北市新店區安泰路235號,02-22159462,
41686,AAACG1070326003 ,3,51,新北市新店區公立動物之家,狗,M,BIG,黃色,,F,F, 烏來路58-1號登山步道口,,OPEN,,,2018-04-02,2999-12-31,2018/05/21,2018/03/26,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/1f1ff59b-0245-4fdd-993d-158d1d4a6bae_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
41262,AAACG107031501,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,棕色,,F,F,五指山,,OPEN,,,2018-03-15,2999-12-31,2018/05/21,2018/03/15,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/68948481-d948-4936-adfc-661ffca28244_org.JPG,,2018/05/21,新北市新店區安泰路235號,02-22159462,
43472,AAACG1070330001,3,51,新北市新店區公立動物之家,狗,M,SMALL,黑色,,F,F,莒光路,,OPEN,,,2018-03-30,2999-12-31,2018/05/21,2018/03/30,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f06c070d-7561-4458-9911-55ad50d884e7_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
35332,AAACG1070210001,3,51,新北市新店區公立動物之家,狗,M,SMALL,黑色,,F,F,安康路2段397巷,,OPEN,,,2018-02-10,2999-12-31,2018/05/11,2018/02/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/6d20bf5e-9966-40c9-9271-77f757b0ef83_org.JPG,,2018/05/11,新北市新店區安泰路235號,02-22159462,
42145,AAACG1070328002,3,51,新北市新店區公立動物之家,貓,N,MEDIUM,虎斑色,,F,F,安祥路110巷23號,,OPEN,,,2018-03-28,2999-12-31,2018/06/04,2018/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/301f9eda-cc25-42d3-a69b-ff92655eb9f0_org.jpg,,2018/06/04,新北市新店區安泰路235號,02-22159462,
41270,AAACG1070221002 ,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,大同路三段,,OPEN,,,2018-02-21,2999-12-31,2018/05/21,2018/02/21,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/54da4c46-33be-470f-8e15-6c8c35a1a983_org.JPG,,2018/05/21,新北市新店區安泰路235號,02-22159462,
35327,AAACG1070201003,3,51,新北市新店區公立動物之家,狗,F,BIG,黑色,,F,F,長青路213巷,,OPEN,,,2018-02-01,2999-12-31,2018/05/11,2018/02/01,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/53907d47-44ad-43f7-a4c6-bb8cff7735a9_org.JPG,,2018/05/11,新北市新店區安泰路235號,02-22159462,
44472,AAACG1070418002,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑白色,,F,F,碇南路,,OPEN,,,2018-04-18,2999-12-31,2018/05/21,2018/04/18,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/70ac0a8b-c87d-448c-841b-2c042825fc46_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
44564,AAACG1070418007,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,三花色,,F,F,成功路,,OPEN,,,2018-04-18,2999-12-31,2018/05/23,2018/04/18,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/16f5a439-9774-48b2-a061-534ae4f17bb8_org.jpg,,2018/05/23,新北市新店區安泰路235號,02-22159462,
44703,AAACG1070419005,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑黃色,,F,F,小坪頂狗場,,OPEN,,,2018-04-19,2999-12-31,2018/05/21,2018/04/19,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/fb0e1065-d0fa-4892-8946-46325a82689d_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
44711,AAACG1070419007,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-19,2999-12-31,2018/05/21,2018/04/19,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/0902f029-f537-4f2c-af65-30a931b9d947_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
44716,AAACG1070419008,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黃色,,F,F,小坪頂狗場,,OPEN,,,2018-04-19,2999-12-31,2018/05/21,2018/04/19,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/4c484215-0e9e-4516-b9b3-9ac1fc8dc9b6_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
44724,AAACG1070419009,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-19,2999-12-31,2018/05/21,2018/04/19,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/e4935242-4313-4aa6-8f69-f5197742cff7_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
46264,AAACG1070424004,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑黃色,,F,F,小坪頂狗場,,OPEN,,,2018-04-24,2999-12-31,2018/05/21,2018/04/24,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f03efcb7-731d-4c43-b694-a94635de81fb_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
46285,AAACG1070424006,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-24,2999-12-31,2018/05/21,2018/04/24,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/8956554d-4087-48df-adbc-2fbc25ea3c7e_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
46411,AAACG1070425001,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-25,2999-12-31,2018/04/25,2018/04/25,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/82a9a1dc-6427-44c1-86db-83f417a5877d_org.jpg,,2018/04/25,新北市新店區安泰路235號,02-22159462,
46433,AAACG1070425003,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-25,2999-12-31,2018/04/25,2018/04/25,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/a795cd6c-1b9d-49f0-805a-c9b67f8dbf91_org.jpg,,2018/04/25,新北市新店區安泰路235號,02-22159462,
46836,AAACG1070429001,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/3cc9d813-dac7-437f-b711-99ac58cbbc0a_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
46839,AAACG1070429002,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/21,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/69315be4-8462-4018-b14d-9f3cec243c74_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47057,AAACG1070429003,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/21,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/00953ad4-3f28-43c2-a913-fb96996cd773_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47059,AAACG1070429004,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ddc0418a-7e0c-4002-94de-0023010a292d_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47060,AAACG1070429005,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/8ac297d5-45e6-4998-92a6-7b7658d62f68_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47064,AAACG1070429006,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/7c9b181e-544d-4bad-b53a-3e6bbb637606_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47065,AAACG1070429007,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,棕色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/477ab219-2eb7-486f-95e8-66031b15a627_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47066,AAACG1070429008,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d56dc16b-0354-4907-a2ad-24dcd771ddc0_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47069,AAACG1070429009,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黃色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/01,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f719b68f-6ea5-42e0-ab18-b1566a88a6da_org.jpg,,2018/05/01,新北市新店區安泰路235號,02-22159462,
47070,AAACG1070429010,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-04-29,2999-12-31,2018/05/21,2018/04/29,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d3dbc568-d06f-4305-8460-d8c19c3f94aa_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47526,AAACG1070504002,3,51,新北市新店區公立動物之家,狗,M,BIG,黑色,,F,F,中正路284巷4弄3號,,OPEN,原配戴紅色項圈,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/129730a1-b6bf-43a5-aaca-ba7c49c6454f_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47528,AAACG1070504003,3,51,新北市新店區公立動物之家,狗,F,BIG,咖啡黑色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/04,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d0604174-d6ce-4288-86b7-64ace7c948ed_org.jpg,,2018/05/04,新北市新店區安泰路235號,02-22159462,
47538,AAACG1070504004,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,花色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/a40578a5-3860-459d-ad7f-cfba1487e2dd_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47539,AAACG1070504005,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,米色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/1f999882-b570-4f28-94ad-258b1f27e677_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47542,AAACG1070504006,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黃色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/20ddfcb6-59fb-4ce0-b5f3-4ef541c636bb_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47544,AAACG1070504007,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/7ccd1346-5c51-4fa5-862d-6d8ba48e26cb_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47557,AAACG1070504009,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,小坪頂狗場,,OPEN,,,2018-05-04,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/32d225a0-2919-407f-aaaa-32abef7364b0_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47562,AAACG1070504010,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑黃色,,F,F,小坪頂狗場,,OPEN,,,,2999-12-31,2018/05/21,2018/05/04,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/006f7664-4b45-4c36-9a88-6c1e2ff90788_org.jpg,,2018/05/21,新北市新店區安泰路235號,02-22159462,
47626,AAACG1070505004,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黃白色,,F,F,中正路275巷26號,,OPEN,,,2018-05-05,2999-12-31,2018/05/05,2018/05/05,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/aaa6efcf-bcca-415e-997a-62072aa1dbbc_org.jpg,,2018/05/05,新北市新店區安泰路235號,02-22159462,
47627,AAACG1070505005,3,51,新北市新店區公立動物之家,狗,F,BIG,黑色,,F,F,中正路275巷26號,,OPEN,,,2018-05-05,2999-12-31,2018/05/05,2018/05/05,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/5e56a7aa-f1f4-4dc5-8bf1-a3b9a707a195_org.jpg,,2018/05/05,新北市新店區安泰路235號,02-22159462,
35342,AAACG1061213002,3,51,新北市新店區公立動物之家,貓,F,MEDIUM,三花色,,F,F,安泰路,,OPEN,,,2017-12-13,2999-12-31,2018/05/21,2017/12/13,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f2a95fe3-4c75-471a-9910-f402e5731119_org.JPG,,2018/05/21,新北市新店區安泰路235號,02-22159462,
35337,AAACG1050922004,3,51,新北市新店區公立動物之家,貓,M,MEDIUM,黑色,,F,F,中興路康寧街口,,OPEN,,,2016-09-22,2999-12-31,2018/05/21,2016/09/22,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/0e5d2c90-8fc1-446c-8a68-a5ec4aff089f_org.JPG,,2018/05/21,新北市新店區安泰路235號,02-22159462,
48246,AAACG1070510004,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,灣潭路,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/fc032681-5cba-4a82-94ae-c682d2edee02_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48247,AAACG1070510005,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑黃色,,F,F,頂田寮路697號,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/a77079ba-bc3f-4efb-a389-6e470554293f_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48248,AAACG1070510006,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,沙崙抽水站,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/151785f6-7a1d-4d88-b568-11fa5c599efa_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48250,AAACG1070510007,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑黃色,,F,F,山溪里10-4號,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ac5fdc09-9a0f-45f7-9cad-c7943ac982a1_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48251,AAACG1070510008,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,新市二路和沙崙路口,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/b515edbe-43ec-4ec8-b559-0a6c3a0da01e_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48253,AAACG1070510009,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑黃色,,F,F,頂田寮路697號,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/0e50cc1b-0fb5-437f-b974-8da341a0f86c_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
48254,AAACG1070510010,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黃色,,F,F,竿蓁一街,,OPEN,,,2018-02-27,2999-12-31,2018/05/11,2018/05/10,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f452f33c-0834-434d-876a-083ec73bf693_org.jpg,,2018/05/11,新北市新店區安泰路235號,02-22159462,
